"wald"	"sigma2"	"eff"
"V743"	772.840010553067	0.70909974072199	0.0538647295564055
"V744"	106.447749834334	0.709278832338523	0.0227600043247128
"V745"	513.761127752346	0.7091700360129	0.0441966087838957
"V746"	0.0565952246637197	0.709312131839211	-0.000537860198139213
"V747"	5.66390812548755	0.709310394766658	-0.00519783296306332
"V748"	0.250531441642681	0.709312070252357	-0.00112280654029341
"V749"	155.622230114057	0.709264433365417	0.0269593176977884
"V750"	20.7458822371405	0.709305534647013	0.0102361472322819
"V751"	172.384576972763	0.709269706394845	0.0227842499231948
"V752"	0.115494717305997	0.709312116308606	-0.000698583574577273
"V753"	179.859889587147	0.709267149190124	0.0236497422096065
"V754"	3.60393468471357	0.70931109977436	-0.00389886723766962
"V755"	5.06464577060803	0.709310675153809	-0.0046186743470503
"V756"	130.710061575962	0.709279645405511	0.0200380665656535
"V757"	67.6517773498123	0.709292826894027	-0.0165575008224084
"V758"	336.439253201322	0.709218378360653	-0.0360347331676446
"V759"	176.817673677832	0.709262412674736	-0.0263630551193827
"V760"	25.8366632679286	0.709308755069171	0.0047071700281959
"V761"	59.41671214064	0.709304436680871	-0.00705240374162582
"V762"	1803.06341902188	0.709090496740735	0.0368001918126398
"V763"	22.7156966625022	0.709308932290813	0.00475806953166138
"V764"	4668.58240579577	0.708718726601899	-0.061260618371853
"V765"	4828.8927126817	0.708698302864382	-0.0623100637868688
"V766"	5747.98191006289	0.708588713866662	-0.0673180307660484
"V767"	5643.69490687139	0.708605032795049	-0.066403128527834
"V768"	25.6204437990937	0.7093087848268	0.00468555717540089
"V769"	108.294154972506	0.709297187963267	-0.0101331147290843
"V770"	28.4013096678799	0.709308090321378	0.00536871256064405
"V771"	54.4947394644027	0.70930436461111	0.00743281361567789
"V772"	35.3851355897781	0.709307086482202	0.00599915816728975
"V773"	27.1911128939514	0.709308269109364	0.00524524115201088
"V774"	2979.21688682555	0.709039635971714	-0.0352006285464476
"V775"	19.9025929293992	0.709309978020307	0.00343120751896169
"V776"	9.84450136159408	0.709311153742325	0.00223778808861919
"V777"	0.0175499860028695	0.709312148187214	-9.61697393034475e-05
"V778"	332.364229834723	0.709269146692091	-0.0166251947830405
"V779"	2896.81335185914	0.708935002412092	-0.0494114716842625
"V780"	2356.16362345689	0.708980297749698	-0.0482048801288188
"V781"	898.618480648984	0.70917888792165	-0.0313361928462884
"V782"	275.380489616226	0.709269985370467	-0.0179082524380138
"V783"	0.294662762413636	0.709312104495799	-0.000590726261064694
"V784"	75.0163632055978	0.709300442346443	-0.00952674581651864
"V785"	82.6375353647269	0.70930073297953	0.00885149517782836
"V786"	218.250853658083	0.709279073410617	0.0157800607204499
"V787"	695.455845427734	0.709206194789732	0.0283203184390691
"V788"	1260.8169475244	0.709112861810273	0.0395661056520327
"V789"	1621.72310899341	0.70906606824037	0.0430811706260004
"V790"	1415.46238230812	0.709096172942686	0.0404703013981081
"V791"	0.300137670842669	0.709312087113546	0.000808923855400647
"V792"	23.5874043053509	0.709307125304191	0.00729152007412595
"V793"	1342.58110499249	0.709029097761925	0.0544647354201206
"V794"	1095.3159137305	0.709048046284538	0.0562616255490425
"V795"	357.089709530074	0.709230655808981	0.0303972010438465
"V796"	468.686286759297	0.709207019948194	0.0342291287640601
"V797"	0.108229271931043	0.70931212518102	-0.000531580019113417
"V798"	60.2778174308456	0.709299042256379	0.0118987893032491
"V799"	102.808227936136	0.70928893168368	-0.0161390009089407
"V800"	4.14691759491668	0.709311217078654	-0.00322868947479372
"V801"	12480.0168783026	0.707682090021829	-0.103072053604713
"V802"	11.0085130724182	0.709309448017128	-0.00573937812544854
"V803"	4.02249145720741	0.709311177322364	-0.00341794788482197
"V804"	0.0346980268872732	0.709312141581001	-0.000318340882369055
"V805"	7463.91513921176	0.70824884979663	-0.0868699971364836
"V806"	1194.15544640742	0.709068599865938	0.0496881486097401
"V807"	498.995082674233	0.709220671760648	0.0288649886788239
"V808"	1601.90906717921	0.709024345457128	0.0506991521360434
"V809"	1231.04366968219	0.709112504310772	0.0401135584529335
"V810"	914.317951276863	0.709150705303982	0.0376374110616222
"V811"	1341.75190683328	0.709079030389204	0.0448674289674365
"V812"	723.023200352485	0.709189416523204	0.0321742026937439
"V813"	988.384885813655	0.709144578681404	0.0375737875770809
"V814"	3048.81496752266	0.709080809809919	0.0295374465928963
"V815"	2507.61047230181	0.709106793369222	0.0289101385481821
"V816"	5365.40453566692	0.708867031296318	0.0428541574666339
"V817"	2457.01245394236	0.709153045500375	-0.0226267372533061
"V818"	3878.39262490824	0.708911177579705	-0.0454025163053346
"V819"	678.361395270394	0.709257374471752	-0.0148229706497381
"V820"	2729.26635324096	0.709027389640475	-0.0384305578610859
"V821"	2473.55999782793	0.709054222572161	-0.0365628451602526
"V822"	2708.21151372043	0.709102209197735	0.0284400169094645
"V823"	627.353912413394	0.709262211677782	0.0140525103093996
"V824"	295.055349164072	0.709286027535563	-0.0107182540876732
"V825"	5127.83286216857	0.708846354691557	-0.0458732173822633
"V826"	5024.19971760732	0.708856607050611	-0.0453232059449176
"V827"	4730.24599811674	0.708885151893018	-0.0437815706757471
"V828"	2359.72762032621	0.709184104701604	0.0185804755505145
"V829"	7601.13582155685	0.708696864790515	0.0497805683530103
"V830"	213.782790894532	0.70927895470148	0.0160013344954729
"V831"	1.09117921091333	0.709311973333058	0.00119190225433252
"V832"	0.135906111309027	0.709312127420536	-0.000431561236683426
"V833"	19.324383956427	0.709308950837632	-0.00512897358442865
"V834"	78.5225284800646	0.70929897711021	-0.010477014781908
"V835"	0.185693858296582	0.709312119590354	0.000497262831959207
"V836"	77.1142535210449	0.709299166435129	-0.0104202980351355
"V837"	7.30144145742788	0.709310929681717	-0.00318283039180711
"V838"	1607.39049020982	0.709050982031045	-0.0459266618171259
"V839"	3125.51317916112	0.708816656062135	-0.0625067467878148
"V840"	3286.57148584087	0.708786552786122	-0.064662006370942
"V841"	3230.51425781822	0.70879391919443	-0.064305858995506
"V842"	3188.38911019189	0.708800108642734	-0.0639556236945308
"V843"	3371.62091459571	0.708790772270464	-0.0633283517253141
"V844"	7538.10825942496	0.70882408020003	-0.0396456388042036
"V845"	2016.95219064203	0.709149560552434	-0.0255205387679612
"V846"	819.009306117603	0.709247563120358	-0.015906884779432
"V847"	1787.11653089289	0.709114829647939	0.0329050082028219
"V848"	2781.498620074	0.709002274889001	0.0414269320447042
"V849"	1106.08252217582	0.709200229974695	-0.0237207427740259
"V850"	4026.3407000196	0.708858528518413	0.0504152488455302
"V851"	1591.74427983701	0.709137582294701	-0.0308446520882361
"V852"	30.0417248996021	0.709308389032122	0.00483598168209188
"V853"	9.58602329705855	0.709310963486526	-0.00270083494622406
"V854"	52.1806901291802	0.70930499506744	0.00698072365994764
"V855"	289.343905792085	0.709271277368919	-0.0169354263852761
"V856"	369.951235095072	0.709259933704303	-0.019134251842112
"V857"	1288.22604367096	0.709108640737884	0.0399722404006939
"V858"	896.449793408607	0.709170730054225	0.0332950751438812
"V859"	1152.9810537233	0.709127380065398	0.0383600434402006
"V860"	1108.045605893	0.709136362791422	0.0372273241300827
"V861"	589.088967670006	0.709219078640025	0.0270288966913313
"V862"	227.094807052583	0.709276713727188	0.0165734074614428
"V863"	308.804353759047	0.709263994474723	0.019314327651212
"V864"	1286.33117208705	0.709159627839505	-0.0299775178529339
"V865"	1074.77926672756	0.709187266995775	-0.0268513352730065
"V866"	1825.47921923743	0.709100330728496	-0.034950425049644
"V867"	487.266167440324	0.709252709280204	0.0189794239646095
"V868"	647.881819769347	0.709232495753112	0.0220574611160395
"V869"	269.91984971784	0.709279010955433	0.0142163639552656
"V870"	402.164323559956	0.709262849283126	0.0173271583138021
"V871"	2168.70683699455	0.709029899145291	-0.0427320198050429
"V872"	2559.71300254752	0.709007003444712	-0.0425251093346381
"V873"	4067.21103118592	0.70878770005935	-0.0579992860177768
"V874"	3938.13190659328	0.708797024121994	-0.0578934572681636
"V875"	2078.29345452215	0.709032267662139	-0.0432851759050957
"V876"	2950.43475574699	0.708915611372392	-0.0514791162225568
"V877"	923.70319524401	0.709157768947716	-0.0358070078383897
"V878"	1143.896367672	0.709116983697159	-0.0406796055405957
"V879"	1085.57067368112	0.709126539583382	-0.0397129985322919
"V880"	769.766514054112	0.709178220625076	-0.0340270316635714
"V881"	293.760150551231	0.709262386321764	-0.020464078633969
"V882"	1289.12183301746	0.709157123075935	-0.0304369269032748
"V883"	2236.15309480124	0.709027111261027	-0.0424984810934713
"V884"	651.150851401533	0.709214707521479	-0.0269161473108207
"V885"	92.5657060752508	0.709298224659484	-0.0102008149823734
"V886"	175.440537399002	0.709285396139832	-0.0142358536574611
"V887"	628.963540702689	0.709214760321603	-0.027371937807706
"V888"	874.189504831078	0.709180939924569	-0.0312817078813901
"V889"	593.470043539324	0.709205871722635	-0.03075076319361
"V890"	390.525806639361	0.70924158991081	-0.0251665198258236
"V891"	303.376381964811	0.709254318419515	-0.0234021246068105
"V892"	289.594484101546	0.70925471811193	-0.0237869530879899
"V893"	4.74042032884122	0.709311041227402	-0.00358904158686789
"V894"	27.9865427645005	0.709305118755997	0.00936714564741801
"V895"	28.1988178857561	0.709304762858355	-0.00980417236629164
"V896"	59.9816524986868	0.709296222083985	0.0144945619841683
"V897"	179.880775611041	0.709265113410828	0.0247182623357147
"V898"	472.25960625994	0.709172261737485	0.0453755869948996
"V899"	867.636859992909	0.709056750843002	0.0611297464369034
"V900"	184.303328053037	0.709278847246939	-0.0172893876119559
"V901"	131.628292240438	0.70927120120465	0.0251557496088359
"V902"	242.388967612428	0.70923580349369	0.034564095796059
"V903"	0.197978349265707	0.70931208388072	-0.00104720513969887
"V904"	8.25940204116082	0.709309367852223	0.00682264133812787
"V905"	1.11754065486384	0.709311770643852	-0.0025290396115479
"V906"	9.31172698996489	0.709309040401113	0.00718184766567157
"V907"	8.38591546054582	0.709309322805432	-0.00688061326294118
"V908"	168.256314559024	0.709253982036777	0.0316067242284989
"V909"	47.3271116056616	0.709296275792165	-0.0162626898901601
"V910"	7.67606634198492	0.709309436227083	-0.00690320439996327
"V911"	87.5478448325374	0.709281120000001	0.0233734979787301
"V912"	279.509109987373	0.709212810847293	0.0418821541125148
"V913"	99.7947519155428	0.709276216217396	0.0253522648386629
"V914"	6.57822756087028	0.709309839825459	0.00634799457347863
"V915"	0.0380551031236845	0.709312136436731	0.000489825549160265
"V916"	2.48871772892902	0.709311270863852	0.00392746289112597
"V917"	171.951113166886	0.709251842356739	0.0324154823967303
"V918"	386.221609480203	0.709184244908604	0.0458768497599802
"V919"	125.914354321298	0.709268239226584	0.0275807479268354
"V920"	146.169979079626	0.709262477021969	0.0289579099680563
"V921"	202.974517757259	0.709246641581133	0.032408741987707
"V922"	95.8713854261936	0.709279843092	0.0232550000102931
"V923"	228.676613405408	0.709235670737241	0.0356471944122059
"V924"	212.533551408353	0.709241603838161	0.0341073943888873
"V925"	3.2270339536221	0.709311383227761	-0.00300820861801546
"V926"	426.061071937707	0.70921129590542	0.0344401534468902
"V927"	600.031432013766	0.709170699199133	0.0407052801252402
"V928"	1125.73850070265	0.7090560129594	0.0538215513345211
"V929"	22.24283977346	0.709306570551537	0.00833767405466491
"V930"	411.194408654833	0.709240275922195	-0.0249826441053515
"V931"	0.170797767390477	0.709312105267008	-0.00076275212926672
"V932"	469.580220583705	0.70920262293664	0.0356270061952616
"V933"	45.9468361191872	0.709299896814868	0.0127401414560733
"V934"	82.1601580703158	0.709290408332802	0.0169052329333658
"V935"	61.273139163662	0.709298780397276	-0.0120375248345239
"V936"	1.49137872687351	0.709311673144093	-0.00275191243283786
"V937"	13.9272389692947	0.709307546228661	0.00869419365932441
"V938"	6.05671113159227	0.709310149497994	0.00572883644433657
"V939"	60.4008827596302	0.709292163621809	0.0181246789750848
"V940"	50.3728176757166	0.709295339065271	0.0166935860296203
"V941"	737.402737816569	0.70907874699805	-0.0605958278864045
"V942"	561.858509630096	0.709134608664158	-0.0528007929767022
"V943"	95.4727344942287	0.709282642676633	-0.0212840301462379
"V944"	302.487103318319	0.709219308123951	-0.0376264321031134
"V945"	291.46612927395	0.709219247901129	-0.0383560678748136
"V946"	272.810850078192	0.709223149618931	0.0379805505570486
"V947"	470.432475178074	0.709163817290178	-0.0482086351580486
"V948"	197.78069403441	0.709249822521406	-0.0312371552184754
"V949"	274.153414022477	0.709227048897876	-0.036227317357172
"V950"	396.610032896394	0.709192749971724	-0.0422611599147876
"V951"	268.643210172064	0.709231121649797	-0.0348453143892241
"V952"	82.9556075122382	0.709288537848834	-0.018271440278947
"V953"	64.9678963223598	0.709293487258312	-0.0163186072268956
"V954"	377.530303225001	0.709205581765143	-0.0386600877132736
"V955"	1208.76166988567	0.708984904402	0.0663666070171979
"V956"	181.459308340114	0.709267277842317	0.023477967181459
"V957"	844.580569010325	0.709112600650186	-0.0484058329104249
"V958"	410.467648889407	0.709218027984172	0.0327457619117285
"V959"	404.057828859508	0.709214339325155	0.034298102886455
"V960"	281.764983741206	0.709258183389174	-0.0226600245018855
"V961"	225.954038006999	0.70927371437987	-0.0180215878511975
"V962"	2194.47867306669	0.708883580642765	0.0645154376672668
"V963"	1186.8537792432	0.709085192014216	-0.0464442090348136
"V964"	284.331434370233	0.70924896630587	0.0264105208686305
"V965"	357.071450700023	0.709231153695176	0.0302122415013738
"V966"	364.184994752989	0.709228210317738	0.0310029775430787
"V967"	162.628644005697	0.70927498245104	0.0205415796394633
"V968"	17.5149541126363	0.70930834672295	0.00640473180705844
"V969"	24.5895390884422	0.709306519419292	0.00800252036972315
"V970"	463.602586034177	0.709208652745509	0.0338816845124613
"V971"	3416.59755005295	0.708638464822199	0.0813052315678579
"V972"	3532.77467988765	0.708634427999756	0.0804367472188347
"V973"	1208.40942974184	0.709067838815632	0.0495486283544162
"V974"	833.334764888468	0.709145367053168	0.0407276870175074
"V975"	525.169857897766	0.709207736982876	0.032115478735564
"V976"	372.604156983308	0.709238178041028	0.0270106026269881
"V977"	1452.70796104232	0.709057879720819	0.0470335632519388
"V978"	259.162916225754	0.709267618404399	-0.0194964159657911
"V979"	357.013702496551	0.709248331717937	-0.0238060557322088
"V980"	261.407798218865	0.709266844907239	-0.0197497309487079
"V981"	55.0696012521083	0.709305024733438	0.00676698076346866
"V982"	62.6673560075483	0.709304044991302	0.00721577907753868
"V983"	72.0167973247494	0.70930284987953	0.00772365502180638
"V984"	502.726286318168	0.709226470034689	0.0269346700571474
"V985"	78.9977998920745	0.7092794502989	0.0259299677649326
"V986"	114.447864634622	0.709264501801525	0.0313918929282543
"V987"	70.7325515673458	0.709282735200593	0.0246501690430414
"V988"	76.5913447890727	0.709280524194636	0.0254692864915379
"V989"	58.3687151667608	0.709288003270818	0.0222755623053514
"V990"	34.3835723249518	0.709298770296294	0.016081433654121
"V991"	70.9965876052369	0.709282561040225	0.0247499736075617
"V992"	57.6112898318206	0.709287978928392	0.0224441184472494
"V993"	41.1909550937738	0.709295124173467	0.0186966288276137
"V994"	84.6418347641577	0.709276858373373	0.0270362482499666
"V995"	31.0231750915151	0.70929940686445	0.0161245108265471
"V996"	99.3589279592608	0.70927119467556	0.0289586080478586
"V997"	67.5540352017507	0.709283916535849	0.0242103722327274
"V998"	149.500711133855	0.70924962037856	0.0360452597706277
"V999"	65.3584977917294	0.709285182203521	0.0235102149192362
"V1000"	165.461846138701	0.709244369793924	0.0371399367220123
"V1001"	226.640060039095	0.709219863174174	0.0432089380796705
"V1002"	116.334620976245	0.709264597142965	0.031073983675874
"V1003"	95.2616523646176	0.709273146262018	0.0281654528369803
"V1004"	775.009180556052	0.709133818247687	-0.0451575301695037
"V1005"	314.437616623165	0.709185861250434	0.0502019360273527
"V1006"	439.423531697914	0.709211466677995	-0.0338550334721362
"V1007"	550.688762043148	0.709094663559103	0.0653368193594647
"V1008"	197.85521776299	0.709233174427485	0.0395742867549427
"V1009"	1031.888998982	0.708919100262658	0.0862814574888219
"V1010"	266.036940648417	0.709211245862487	0.0436059250054037
"V1011"	395.139583534492	0.709161689989669	0.0533560504154056
"V1012"	132.46036844869	0.709264618215066	0.0291082394583495
"V1013"	539.156078829859	0.709193212488072	-0.036106063694691
"V1014"	296.868005461256	0.709204582164701	0.0440060426181048
"V1015"	311.093748678999	0.709198420909163	0.0454507739301871
"V1016"	1319.09877408533	0.708979952382494	0.0644921759584725
"V1017"	29.0123610541407	0.709306459494653	-0.00744574458346361
"V1018"	81.3667427678695	0.709296365237721	-0.012333031573645
"V1019"	161.822463926516	0.709280499544921	-0.0175358007215171
"V1020"	1011.47478040125	0.709179639554244	-0.0293696957200016
"V1021"	810.376845567758	0.709207244010463	0.0259756680480234
"V1022"	68.0570168377057	0.709307334922341	0.00411353380403865
"V1023"	10563.3359019956	0.708288850686089	-0.0702707950115214
"V1024"	8619.43041176327	0.708460089430439	-0.0647588203136643
"V1025"	8087.88100221259	0.708512271709268	-0.0627541267671465
"V1026"	315.854785626496	0.709283532220271	0.0113489423267223
"V1027"	178.027062650156	0.709290113473178	-0.0116401684106509
"V1028"	421.011317312505	0.709258798143431	0.0183265626302623
"V1029"	187.346187073932	0.709290326089607	-0.0112374853825085
"V1030"	12096.3222818751	0.708263629363745	0.0672881366385078
"V1031"	36.0829798841042	0.709307277916002	0.00571625821198357
"V1032"	209.338702200393	0.70928372936692	0.0138443332882984
"V1033"	0.0611003941997012	0.709312141833472	0.000232697499588603
"V1034"	1.19585514449786	0.709311991885854	-0.00101897459608247
"V1035"	2.44963761825879	0.709311826943329	-0.00145467815750457
"V1036"	11608.3665587414	0.70854323980125	0.050350853855953
"V1037"	723.770864462207	0.709266608072772	0.0119312083923595
"V1038"	6418.50684437818	0.708706683823405	-0.0533076438056158
"V1039"	219.230344062274	0.70929138467506	-0.00988431880971262
"V1040"	177.555119316728	0.709295342406785	-0.0088898580642397
"V1041"	5415.77676404112	0.708833209861382	0.0458975954550242
"V1042"	5087.95646059892	0.708862323248487	0.0444728359650512
"V1043"	4771.73160066587	0.708988457781716	-0.0330398616459428
"V1044"	4644.70891222452	0.708997043905437	-0.0325998992299906
"V1045"	895.338956664083	0.709240540718105	-0.0168680597907265
"V1046"	807.08664785032	0.709247590395639	-0.0160171783946651
"V1047"	43.6322354379081	0.70930541653665	-0.00718429740460516
"V1048"	368.461044252768	0.70925082231357	-0.0225187378394858
"V1049"	266.675093293156	0.709270465908647	-0.0179907935107634
"V1050"	710.064080204643	0.709182513124391	-0.0342929530698033
"V1051"	343.276502818945	0.709248705047707	-0.0241356826666075
"V1052"	656.630786106825	0.709201308000893	-0.0304899925732527
"V1053"	293.145368675226	0.709259488201385	-0.0216786438191802
"V1054"	307.099994265529	0.709255202517294	-0.0229042035820924
"V1055"	91.2928817982907	0.709296137817021	-0.0118110223245836
"V1056"	712.051249487374	0.709188153178155	-0.0327549223568959
"V1057"	344.609954182926	0.709253456039517	-0.0222849233612108
"V1058"	650.360985096848	0.709199076241277	-0.0312535636842325
"V1059"	305.860503644376	0.709259263358828	-0.0213138725596394
"V1060"	539.94431923051	0.709218172808113	-0.0285069814869499
"V1061"	187.85520695181	0.709287379129537	0.0127376838452008
"V1062"	3083.84919469577	0.709088791049414	0.0283556300129059
"V1063"	2512.99937069225	0.708950925625114	0.0508098385641467
"V1064"	2719.91699670201	0.708905101956904	0.0550380293022621
"V1065"	2131.84954480578	0.708991938531401	0.0488990520014465
"V1066"	1866.73522661653	0.709027683059355	0.0464205602474019
"V1067"	1417.94723882741	0.709096108073136	0.0404469735750274
"V1068"	1537.22470010449	0.709078768052276	0.0419650001290424
"V1069"	3666.18165546153	0.708873901650249	-0.0510419718599274
"V1070"	3950.14721786127	0.70872587785527	0.0657956924486925
"V1071"	453.961287509113	0.709252871552145	0.0196096305199241
"V1072"	5445.92432977441	0.708692952608652	-0.0591859108789885
"V1073"	15.7115479096921	0.709310296909973	-0.00329482776231653
"V1074"	3227.49643162122	0.70900569076343	0.0380341082775265
"V1075"	7244.39321277654	0.708581385399035	0.0605717175585266
"V1076"	7491.62661671712	0.708558702007105	0.0614147256405312
"V1077"	70.6622699758831	0.709307308427982	0.00405920375527422
"V1078"	99.1174882947075	0.70928727617226	-0.0176087430989614
"V1079"	5.26587567247399	0.709310793746549	-0.00416534042705236
"V1080"	1.8920330716399	0.709311671795373	-0.00245013967055942
"V1081"	0.615091470908132	0.709311990971927	-0.00142901222546467
"V1082"	48.8579349351589	0.709299666229302	0.0125872667113803
"V1083"	67.7705694945072	0.70929456963929	-0.0150509388307904
"V1084"	26.4853569423563	0.709305257364263	-0.00943913181657451
"V1085"	0.622273080030178	0.709311989630194	0.0014327295371761
"V1086"	0.968910670644192	0.709311900248134	0.00178815002839654
"V1087"	2.09452513439494	0.709311597638208	-0.00268981824377624
"V1088"	32.1430486092816	0.709303697827414	0.0105069212286799
"V1089"	23.3165909659732	0.709306072161985	0.0088708593027374
"V1090"	27.279805860702	0.70930504809349	0.00958305740118209
"V1091"	1051.33114943017	0.709055943620478	0.0557086712287196
"V1092"	966.465329002703	0.709180249585788	0.0299074584414196
"V1093"	90.968909314892	0.709290968927389	-0.0156516474825431
"V1094"	341.384198426948	0.709232832764642	-0.0302579943426219
"V1095"	3.2006219105498	0.709311609829255	-0.00212792280174975
"V1096"	19.5884885772568	0.709308273052856	0.00617357829291098
"V1097"	70.0761934801539	0.709299558337396	0.0106011041015369
"V1098"	162.387296896604	0.709265194845011	0.0259705826650738
"V1099"	662.831098665746	0.709174652429649	0.0376464043076314
"V1100"	90.6561614120627	0.709287354160806	0.0183544332671505
"V1101"	1.69292163202103	0.709311589519929	-0.00303587512076272
"V1102"	924.665044894469	0.709080930883092	-0.0536066711117002
"V1103"	1026.78831641744	0.709056727309322	-0.0561980391729606
"V1104"	819.834948252619	0.709107344519265	-0.0504254175499024
"V1105"	710.051372495617	0.709134607727013	-0.046969002146516
"V1106"	741.034324991847	0.709126588164071	-0.0480539236296042
"V1107"	1.58726253907148	0.709311640334157	-0.00285103716626096
"V1108"	58.8484325320628	0.709277963913369	-0.0314085975043203
"V1109"	56.5307296876084	0.709279524539898	-0.0305829937443554
"V1110"	55.427495523793	0.709279713415505	-0.030707044637608
"V1111"	71.5384162738617	0.709287518801526	0.0205246902991489
"V1112"	24.5556710759573	0.709299039836295	-0.0186460055012591
"V1113"	8.20401222682679	0.709307322150097	-0.0118792452349158
"V1114"	0.23277258790829	0.709312076044842	0.00108023583857654
"V1115"	121.424593791973	0.709271094662019	0.0262595406058055
"V1116"	36.7184597654384	0.709290588829789	-0.0250777713038954
"V1117"	29.1259816368616	0.70930228658893	0.0128806684439412
"V1118"	2.00057751091133	0.709310911360296	-0.00617180257847039
"V1119"	1.44066586598547	0.709311265626563	0.00519275518236179
"V1120"	7.94319719861953	0.709307149547248	-0.0125043181567931
"V1121"	88.6702696262211	0.709254181585585	-0.0433893956177412
"V1122"	5.98722233240113	0.709308462941661	-0.0106197603143456
"V1123"	68.4777630778528	0.709267465356328	-0.0380589292076039
"V1124"	51.1023299607488	0.709277379865818	-0.0342809603362248
"V1125"	10.9366057025539	0.70930484067896	-0.015577066430853
"V1126"	67.5958400934379	0.709266540674421	-0.0390991468649881
"V1127"	45.9188355617909	0.709280609680393	-0.0328046672088684
"V1128"	61.4991268126129	0.709270040838416	-0.0378454425713264
"V1129"	73.0423907025038	0.709263018753678	-0.0405178196717423
"V1130"	15.8201189675626	0.709301181324899	-0.0194357611409291
"V1131"	6.15960099555875	0.709307878344282	-0.0121301952236619
"V1132"	70.4420159277498	0.709265059992685	-0.0395446188338455
"V1133"	17.3343374850844	0.709300212209629	-0.0202079932054168
"V1134"	33.5562507436291	0.70929078049939	-0.0259995826475143
"V1135"	12.5892081506133	0.709303358469997	-0.0174628902974004
"V1136"	11.3237742746987	0.709304138024692	-0.0167800932136116
"V1137"	10.2488407904993	0.709304899959499	-0.015960736678808
"V1138"	32.1936695777702	0.709289393665074	-0.0282668002719819
"V1139"	10.2488407904993	0.709304899959499	-0.015960736678808
"V1140"	9.26517443520014	0.709305594224093	-0.0151791242467769
"V1141"	6.32629895038589	0.709307674863344	-0.0125394772674146
"V1142"	0.299943853813173	0.709311937346179	-0.0027364576376628
"V1143"	9.64020172690553	0.709305695526468	-0.0146509947268723
"V1144"	1.09316817949059	0.709311388644258	0.00513200949116082
"V1145"	1.703955338677	0.70931097339277	-0.00635253398627676
"V1146"	59.5231966383951	0.70928062413127	-0.0287997627732248
"V1147"	198.957045432736	0.709197738274417	-0.0571750627519072
"V1148"	33.8861496538406	0.709288717533052	-0.0283704936097263
"V1149"	35.071182770793	0.709287822304616	-0.0289525156909
"V1150"	0.0964717154658497	0.709312085996669	0.00145215835208402
"V1151"	3.96277525635911	0.709309343815888	-0.0099348911221353
"V1152"	9.91988494840458	0.709305117067894	-0.0157373947359055
"V1153"	17.9908258147284	0.709299458093241	-0.0210889355162686
"V1154"	6.66793308039119	0.70930749707166	-0.0126992730582438
"V1155"	3.83854774188242	0.709309425273256	-0.0098013541035806
"V1156"	4.63514074636348	0.709309089419754	-0.0100188805898953
"V1157"	8.56557693593575	0.709306422691143	-0.0137918064613946
"V1158"	9.18238738780422	0.709306131302275	-0.0139982512492351
"V1159"	33.6931572576911	0.709291762991001	-0.0247537370082602
"V1160"	8.76345317206775	0.709306717313508	-0.0129337858968585
"V1161"	31.7750890265044	0.709292505620392	-0.0245613697719206
"V1162"	71.2399251928176	0.709269218521268	-0.035849746854766
"V1163"	13.0677412298701	0.709307560589525	-0.00894756182508079
"V1164"	80.8384967219273	0.709280488844446	0.0248189098241659
"V1165"	83.8677310749442	0.70927930308148	0.0252791792117288
"V1166"	242.324315938821	0.709173209984772	-0.0629157885519913
"V1167"	9.34130077004492	0.709308454550537	0.00852140083848098
"V1168"	139.979439353671	0.709231693110341	-0.0479320594668891
"V1169"	118.997440576101	0.709244842773399	-0.0434890382071885
"V1170"	150.241936823969	0.70922746205071	-0.0486993984787081
"V1171"	76.4659820323373	0.709269678336604	-0.0342323588583476
"V1172"	22.8239236715573	0.70930321884517	0.0131753883450943
"V1173"	0.0754278433385804	0.709312120299211	-0.000762033055642026
"V1174"	1.55589425136601	0.709311532363012	-0.00348968166869269
"V1175"	27.3825042288874	0.709301438626259	0.0144264900946197
"V1176"	190.709326643187	0.709213515396487	-0.0503442004503489
"V1177"	4.34974355817251	0.709310432129642	0.0058050246454496
"V1178"	25.9656489285647	0.709301009336189	-0.0154086233664661
"V1179"	8.15377393290891	0.709308599770981	-0.00876242528817345
"V1180"	2.71016297729874	0.709310968627633	0.00505747451078654
"V1181"	0.0114048105796775	0.709312144993863	0.000330038611870283
"V1182"	0.023976004731438	0.70931213959032	0.000473569043216738
"V1183"	119.423637726006	0.709266020365871	0.0297514952280965
"V1184"	2.0847226277362	0.70931123586925	0.00446198461679023
"V1185"	64.5123853835173	0.709285074825091	0.0237581136157255
"V1186"	41.1881484116176	0.70929455872205	0.0193182436687845
"V1187"	6.96577108585544	0.709309122301316	0.00808490493715227
"V1188"	21.2230657185823	0.709302925199641	0.0141125035417621
"V1189"	25.5205852955887	0.709301478622836	0.0148876866669466
"V1190"	711.752192356769	0.709050914498723	0.0690356623965153
"V1191"	737.506587349407	0.709042366063225	0.0700396680241332
"V1192"	559.226784600928	0.709109132896108	0.0605213620148861
"V1193"	231.853106932132	0.709218468475612	0.0433661198647717
"V1194"	148.090401970121	0.709253206075613	0.0341395178164235
"V1195"	7410.68500549673	0.70803443014529	-0.104793712093347
"V1196"	106.737535331038	0.70927067593093	0.0282936606515071
"V1197"	78.0084205970001	0.709281271725779	0.0246403487337878
"V1198"	20.4749318006653	0.709304101188048	0.0125363451741843
"V1199"	128.952363135917	0.709260304842888	0.0321788842966009
"V1200"	353.635734479701	0.709178906494514	0.0499453762129107
